2nd Activator, 3rd Activator, 2nd Layer Units, 3rd Layer Units, Train ERROR MSE,Test ERROR MSE,Train ERROR MAE,Test ERROR MAE 
ExpLin,Tanh,2,12,0.00507013075933,0.00486572218792,0.0503293369814,0.0498458522144
ExpLin,Tanh,4,4,0.00278568118369,0.00271774927705,0.0373600251994,0.037236009491
ExpLin,Tanh,4,6,0.0027063144071,0.00251172171602,0.0356543865167,0.0348152944774
ExpLin,Tanh,4,8,0.00266912354386,0.002558783882,0.0356061812176,0.0354995239012
ExpLin,Tanh,4,10,0.00262724161426,0.00253849460494,0.0356060046719,0.0355637324633
ExpLin,Tanh,4,12,0.00267160257735,0.00259765015859,0.0359917295044,0.036026701427
ExpLin,Tanh,6,4,0.00264955429039,0.00249064016268,0.0358234271273,0.0353670393754
ExpLin,Tanh,6,6,0.00148482286807,0.00143927946024,0.0258844966735,0.025453835557
ExpLin,Tanh,6,8,0.00144011894206,0.00136799948206,0.025959207014,0.025327235898
ExpLin,Tanh,6,10,0.00153179024752,0.00146375573563,0.0270064369476,0.0267788677897
ExpLin,Tanh,6,12,0.00148257079154,0.00140105774586,0.0249162811584,0.0243243022203
ExpLin,Tanh,8,4,0.00262095611998,0.00249780085162,0.035088884679,0.0348003761992
ExpLin,Tanh,8,6,0.00143329178822,0.00133990682556,0.0256714095619,0.0250121467494
ExpLin,Tanh,8,8,0.000993478088411,0.000922625284195,0.0212433104547,0.0207744948006
ExpLin,Tanh,8,10,0.000578547785963,0.000515161744241,0.0139300592221,0.0134665952417
ExpLin,Tanh,8,12,0.000517442689479,0.00047021933577,0.0144807946927,0.0144023520363
ExpLin,ExpLin,2,4,0.00506251398964,0.00485285463722,0.0502848474735,0.0497692240578
ExpLin,ExpLin,2,6,0.00508236384694,0.00487367630709,0.0500682663875,0.0496453187026
ExpLin,ExpLin,2,8,0.00509422408137,0.00488824830136,0.050479218206,0.0500132214479
ExpLin,ExpLin,2,10,0.00504386027476,0.00483585688405,0.0501324516722,0.0496464526815
ExpLin,ExpLin,2,12,0.00502214654838,0.00482551212293,0.0500175689474,0.0495128375089
ExpLin,ExpLin,4,4,0.00281746921827,0.00274922713453,0.0378269792849,0.0376851869823
ExpLin,ExpLin,4,6,0.00271479417082,0.00252020572,0.0357067510502,0.0348797452332
ExpLin,ExpLin,4,8,0.00265817432529,0.00254905968066,0.0355764260928,0.0354732737338
ExpLin,ExpLin,4,10,0.00263850725328,0.00254789346235,0.0357921520171,0.0356942470226
ExpLin,ExpLin,4,12,0.0026366272175,0.00255577672446,0.035564011978,0.0355856675645
ExpLin,ExpLin,6,4,0.00266838842173,0.00252646625469,0.0363046695075,0.0359563462647
ExpLin,ExpLin,6,6,0.00149457285792,0.00144443894832,0.0259496012655,0.0255362318119
ExpLin,ExpLin,6,8,0.00144329212653,0.00136956390224,0.0258976691644,0.0252334074341
ExpLin,ExpLin,6,10,0.00142294233363,0.0013088892223,0.024786607986,0.0243342833072
ExpLin,ExpLin,6,12,0.00148921029164,0.00141236237922,0.02553891666,0.0249414489756
ExpLin,ExpLin,8,4,0.00261681176298,0.00249615942289,0.0350773393594,0.0347769034608
ExpLin,ExpLin,8,6,0.00145151328739,0.00136593072957,0.0262618484605,0.0256362368151
ExpLin,ExpLin,8,8,0.00102021841053,0.000963053904583,0.0216685844081,0.0212309638525
ExpLin,ExpLin,8,10,0.000611864437577,0.000550787440247,0.0147206249622,0.0143099482321
ExpLin,ExpLin,8,12,0.000521104372794,0.000472301106696,0.0142985476588,0.0142242075854
